method,lambda,feature,coefficient
SCAD Logistic via LLA,1.0,V495,0.11596174699889006
SCAD Logistic via LLA,1.0,V496,-0.07123727831409365
SCAD Logistic via LLA,1.0,V497,-0.1780481541100319
SCAD Logistic via LLA,1.0,V498,0.11005657055335819
SCAD Logistic via LLA,1.0,V499,0.05465764290127374
SCAD Logistic via LLA,1.0,V500,0.018784119439466115
SCAD Logistic via LLA,2.0,V001,0.007832207136739685
SCAD Logistic via LLA,2.0,V002,0.10215021599522436
SCAD Logistic via LLA,2.0,V003,0.03394328492777052
SCAD Logistic via LLA,2.0,V005,0.09949589717354045
SCAD Logistic via LLA,2.0,V006,-0.12363650499190655
SCAD Logistic via LLA,2.0,V007,-0.014750218080979193
SCAD Logistic via LLA,2.0,V008,0.029516788800441313
SCAD Logistic via LLA,2.0,V009,0.05665739800394227
SCAD Logistic via LLA,2.0,V011,-0.14977676064035775
SCAD Logistic via LLA,2.0,V012,0.02962886182790744
SCAD Logistic via LLA,2.0,V013,0.0787226980147632
SCAD Logistic via LLA,2.0,V014,0.018724236007932125
SCAD Logistic via LLA,2.0,V015,-0.10373959639666679
SCAD Logistic via LLA,2.0,V016,0.047449462642221475
SCAD Logistic via LLA,2.0,V017,-0.006982211532187919
SCAD Logistic via LLA,2.0,V018,-0.03565198565599136
SCAD Logistic via LLA,2.0,V019,0.07006075474857926
SCAD Logistic via LLA,2.0,V020,-0.060069172186479836
SCAD Logistic via LLA,2.0,V021,-0.022523778355837402
SCAD Logistic via LLA,2.0,V022,0.08539213337874071
SCAD Logistic via LLA,2.0,V024,-0.07172947482952535
SCAD Logistic via LLA,2.0,V025,0.05390618153553416
SCAD Logistic via LLA,2.0,V026,0.06265130890426719
SCAD Logistic via LLA,2.0,V027,0.1463499928803747
SCAD Logistic via LLA,2.0,V028,0.040172304825963796
SCAD Logistic via LLA,2.0,V030,-0.007706822193171929
SCAD Logistic via LLA,2.0,V031,-0.019021920038413756
SCAD Logistic via LLA,2.0,V032,-0.06468197888268364
SCAD Logistic via LLA,2.0,V033,-0.018037794692112946
SCAD Logistic via LLA,2.0,V034,0.036140011339040136
SCAD Logistic via LLA,2.0,V035,-0.08644464805367762
SCAD Logistic via LLA,2.0,V037,-0.009008435278912756
SCAD Logistic via LLA,2.0,V038,0.014772353704040377
SCAD Logistic via LLA,2.0,V039,-0.07689926824684447
SCAD Logistic via LLA,2.0,V041,0.005335508011112038
SCAD Logistic via LLA,2.0,V042,0.11292099654108675
SCAD Logistic via LLA,2.0,V043,-0.1047546110343223
SCAD Logistic via LLA,2.0,V044,-0.06392082570251519
SCAD Logistic via LLA,2.0,V045,0.09687004420555888
SCAD Logistic via LLA,2.0,V046,-0.0292548488774879
SCAD Logistic via LLA,2.0,V047,0.10635887767828048
SCAD Logistic via LLA,2.0,V048,0.061689348153467785
SCAD Logistic via LLA,2.0,V049,0.39415994451801706
SCAD Logistic via LLA,2.0,V050,-0.09006455881515174
SCAD Logistic via LLA,2.0,V051,0.005039857784618817
SCAD Logistic via LLA,2.0,V052,-0.00797693006689233
SCAD Logistic via LLA,2.0,V054,0.14312732529122937
SCAD Logistic via LLA,2.0,V055,0.04756822502943663
SCAD Logistic via LLA,2.0,V056,-0.10023115272417932
SCAD Logistic via LLA,2.0,V057,0.12691828756686474
SCAD Logistic via LLA,2.0,V058,-0.06836077079756721
SCAD Logistic via LLA,2.0,V059,0.030000078034796696
SCAD Logistic via LLA,2.0,V060,-0.0037819993628470405
SCAD Logistic via LLA,2.0,V061,-0.13370386680497498
SCAD Logistic via LLA,2.0,V062,0.1466698443598623
SCAD Logistic via LLA,2.0,V063,0.025144650696020183
SCAD Logistic via LLA,2.0,V064,-0.09018533187612235
SCAD Logistic via LLA,2.0,V066,-0.114392281120795
SCAD Logistic via LLA,2.0,V067,-0.02010424349089478
SCAD Logistic via LLA,2.0,V068,0.04960200734593902
SCAD Logistic via LLA,2.0,V069,-0.001939700521399585
SCAD Logistic via LLA,2.0,V070,0.0016204983034629025
SCAD Logistic via LLA,2.0,V072,-0.020920089363755955
SCAD Logistic via LLA,2.0,V073,-0.027011993969380598
SCAD Logistic via LLA,2.0,V074,0.12309227056437129
SCAD Logistic via LLA,2.0,V075,0.0008592820140654169
SCAD Logistic via LLA,2.0,V077,0.0057850162811724955
SCAD Logistic via LLA,2.0,V078,0.03519358217552595
SCAD Logistic via LLA,2.0,V079,-0.03730265486739796
SCAD Logistic via LLA,2.0,V082,-0.01618610867789351
SCAD Logistic via LLA,2.0,V083,-0.05605622126440417
SCAD Logistic via LLA,2.0,V084,0.06873619716594581
SCAD Logistic via LLA,2.0,V086,-0.08742312304151847
SCAD Logistic via LLA,2.0,V087,6.882471229540439e-05
SCAD Logistic via LLA,2.0,V088,-0.03464886076563201
SCAD Logistic via LLA,2.0,V089,-0.07166066534415458
SCAD Logistic via LLA,2.0,V090,-0.00466286527982347
SCAD Logistic via LLA,2.0,V091,-0.004497410664994928
SCAD Logistic via LLA,2.0,V092,-0.03485648621165851
SCAD Logistic via LLA,2.0,V095,-0.024867887445317226
SCAD Logistic via LLA,2.0,V096,0.026505348444612865
SCAD Logistic via LLA,2.0,V097,0.015422758821761829
SCAD Logistic via LLA,2.0,V098,-0.006105845722100025
SCAD Logistic via LLA,2.0,V099,0.010646265624452343
SCAD Logistic via LLA,2.0,V102,0.024519995193937588
SCAD Logistic via LLA,2.0,V103,0.006711992609398524
SCAD Logistic via LLA,2.0,V104,-0.08122905135472382
SCAD Logistic via LLA,2.0,V105,0.015520977754844798
SCAD Logistic via LLA,2.0,V107,0.05898776227513726
SCAD Logistic via LLA,2.0,V108,-0.0002922380067525365
SCAD Logistic via LLA,2.0,V110,-0.058050710994828586
SCAD Logistic via LLA,2.0,V112,-0.0017254115937714199
SCAD Logistic via LLA,2.0,V113,-0.0045640234524146365
SCAD Logistic via LLA,2.0,V114,0.018819140277400503
SCAD Logistic via LLA,2.0,V115,0.02801070723700531
SCAD Logistic via LLA,2.0,V116,-0.04786611096486167
SCAD Logistic via LLA,2.0,V117,0.044332146677648475
SCAD Logistic via LLA,2.0,V118,0.04619172002726863
SCAD Logistic via LLA,2.0,V119,0.020553989183911565
SCAD Logistic via LLA,2.0,V120,0.07766291917519032
SCAD Logistic via LLA,2.0,V121,0.04550772109169844
SCAD Logistic via LLA,2.0,V122,0.035621598416951
SCAD Logistic via LLA,2.0,V123,0.004321418237853805
SCAD Logistic via LLA,2.0,V124,-0.028730696670343885
SCAD Logistic via LLA,2.0,V126,-0.04589811351729676
SCAD Logistic via LLA,2.0,V127,-0.025822513754124414
SCAD Logistic via LLA,2.0,V128,-0.09513722916936052
SCAD Logistic via LLA,2.0,V130,0.022641773185514996
SCAD Logistic via LLA,2.0,V131,-0.11846391421514493
SCAD Logistic via LLA,2.0,V132,-0.03691496816595231
SCAD Logistic via LLA,2.0,V133,-0.010788503117508676
SCAD Logistic via LLA,2.0,V134,0.020688791993153818
SCAD Logistic via LLA,2.0,V135,0.02766771471732378
SCAD Logistic via LLA,2.0,V136,0.045310980967426924
SCAD Logistic via LLA,2.0,V137,0.11501037126222527
SCAD Logistic via LLA,2.0,V138,0.14938293227237306
SCAD Logistic via LLA,2.0,V139,-0.050706941180800144
SCAD Logistic via LLA,2.0,V140,-0.08844013997653792
SCAD Logistic via LLA,2.0,V141,0.13791257983259758
SCAD Logistic via LLA,2.0,V142,0.04070873978469785
SCAD Logistic via LLA,2.0,V143,0.010702364567031575
SCAD Logistic via LLA,2.0,V144,-0.012105701726034361
SCAD Logistic via LLA,2.0,V145,0.06408096121470579
SCAD Logistic via LLA,2.0,V147,-0.04915214816953615
SCAD Logistic via LLA,2.0,V148,-0.04758888564173653
SCAD Logistic via LLA,2.0,V150,0.07790004905723347
SCAD Logistic via LLA,2.0,V151,-0.043698764664362705
SCAD Logistic via LLA,2.0,V152,0.037459902166723055
SCAD Logistic via LLA,2.0,V153,-0.12901375002258697
SCAD Logistic via LLA,2.0,V154,-0.12040450727627146
SCAD Logistic via LLA,2.0,V155,-0.05171324089689695
SCAD Logistic via LLA,2.0,V156,-0.042657899043571555
SCAD Logistic via LLA,2.0,V157,-0.015122234431168625
SCAD Logistic via LLA,2.0,V158,-0.02803862773314878
SCAD Logistic via LLA,2.0,V159,0.05464224661373225
SCAD Logistic via LLA,2.0,V160,-0.07302091657453141
SCAD Logistic via LLA,2.0,V162,-0.12540100892608355
SCAD Logistic via LLA,2.0,V163,-0.05852688049414349
SCAD Logistic via LLA,2.0,V164,0.10359105231068357
SCAD Logistic via LLA,2.0,V165,0.06328343901755482
SCAD Logistic via LLA,2.0,V166,0.13565255483589436
SCAD Logistic via LLA,2.0,V167,-0.04840099039114829
SCAD Logistic via LLA,2.0,V168,-0.07243641192944077
SCAD Logistic via LLA,2.0,V169,-0.13523707596803441
SCAD Logistic via LLA,2.0,V171,-0.027334648310358877
SCAD Logistic via LLA,2.0,V173,0.016250030811296723
SCAD Logistic via LLA,2.0,V174,0.004719048002352533
SCAD Logistic via LLA,2.0,V176,-0.043811581097643236
SCAD Logistic via LLA,2.0,V177,-0.006689353302649935
SCAD Logistic via LLA,2.0,V178,0.02915532461048697
SCAD Logistic via LLA,2.0,V179,-0.009461448487144263
SCAD Logistic via LLA,2.0,V180,-0.06834792976747059
SCAD Logistic via LLA,2.0,V181,-0.017819341515110124
SCAD Logistic via LLA,2.0,V183,0.044761681957760494
SCAD Logistic via LLA,2.0,V184,-0.04376392560022885
SCAD Logistic via LLA,2.0,V185,0.06103865638549805
SCAD Logistic via LLA,2.0,V186,0.03732161829010155
SCAD Logistic via LLA,2.0,V187,0.08339612141972635
SCAD Logistic via LLA,2.0,V188,-0.05035223873696146
SCAD Logistic via LLA,2.0,V189,-0.01661116015346935
SCAD Logistic via LLA,2.0,V190,0.021803001058470512
SCAD Logistic via LLA,2.0,V191,-0.03678973906263455
SCAD Logistic via LLA,2.0,V192,0.045178163632088125
SCAD Logistic via LLA,2.0,V193,-0.010722061435973911
SCAD Logistic via LLA,2.0,V194,-0.07517538271018318
SCAD Logistic via LLA,2.0,V195,0.016838613457596043
SCAD Logistic via LLA,2.0,V196,0.07247135495121852
SCAD Logistic via LLA,2.0,V197,0.08736742079305554
SCAD Logistic via LLA,2.0,V198,0.07166104962287248
SCAD Logistic via LLA,2.0,V199,0.02918764185728875
SCAD Logistic via LLA,2.0,V200,-0.06375630512066481
SCAD Logistic via LLA,2.0,V201,-0.06393316845753962
SCAD Logistic via LLA,2.0,V202,0.03226662713763093
SCAD Logistic via LLA,2.0,V203,-0.07113181636685656
SCAD Logistic via LLA,2.0,V204,0.006545443912272485
SCAD Logistic via LLA,2.0,V205,0.10737158942290156
SCAD Logistic via LLA,2.0,V206,-0.08470189025973955
SCAD Logistic via LLA,2.0,V207,-0.04380741711635785
SCAD Logistic via LLA,2.0,V208,0.10033949906132264
SCAD Logistic via LLA,2.0,V210,0.03305192488351414
SCAD Logistic via LLA,2.0,V211,0.0015495877589652757
SCAD Logistic via LLA,2.0,V212,0.1442084128020657
SCAD Logistic via LLA,2.0,V213,-0.029667320253777857
SCAD Logistic via LLA,2.0,V214,0.06731025093450178
SCAD Logistic via LLA,2.0,V215,0.07810825753848634
SCAD Logistic via LLA,2.0,V216,0.005410565201564386
SCAD Logistic via LLA,2.0,V217,-0.052775655470564696
SCAD Logistic via LLA,2.0,V218,-0.022321478198959993
SCAD Logistic via LLA,2.0,V219,-0.007280158227987786
SCAD Logistic via LLA,2.0,V220,-0.02270812142641761
SCAD Logistic via LLA,2.0,V221,-0.07866955459738448
SCAD Logistic via LLA,2.0,V222,-0.10920705708826495
SCAD Logistic via LLA,2.0,V223,-0.022576011932312352
SCAD Logistic via LLA,2.0,V224,-0.07548285508132088
SCAD Logistic via LLA,2.0,V225,-0.030297850835614207
SCAD Logistic via LLA,2.0,V227,-0.13891221150280494
SCAD Logistic via LLA,2.0,V228,-0.08361059696024997
SCAD Logistic via LLA,2.0,V230,0.02431125385657375
SCAD Logistic via LLA,2.0,V232,-0.005310122113606609
SCAD Logistic via LLA,2.0,V233,0.00365169651749916
SCAD Logistic via LLA,2.0,V234,-0.025809354852060176
SCAD Logistic via LLA,2.0,V235,-0.012019549150316321
SCAD Logistic via LLA,2.0,V236,-0.006532925579016943
SCAD Logistic via LLA,2.0,V237,-0.0607422797535304
SCAD Logistic via LLA,2.0,V238,-0.05280894763861434
SCAD Logistic via LLA,2.0,V239,-0.020820314892484326
SCAD Logistic via LLA,2.0,V240,-0.03863008896227555
SCAD Logistic via LLA,2.0,V241,0.0071278615201688855
SCAD Logistic via LLA,2.0,V242,0.005812288589315565
SCAD Logistic via LLA,2.0,V243,0.02676520028850481
SCAD Logistic via LLA,2.0,V244,-0.045306024805527416
SCAD Logistic via LLA,2.0,V245,0.02835659111445892
SCAD Logistic via LLA,2.0,V246,0.0835087875976539
SCAD Logistic via LLA,2.0,V247,0.030241955472212263
SCAD Logistic via LLA,2.0,V248,0.013958272369838612
SCAD Logistic via LLA,2.0,V249,0.12508715820344243
SCAD Logistic via LLA,2.0,V250,0.0329939992363216
SCAD Logistic via LLA,2.0,V252,0.04994115078903685
SCAD Logistic via LLA,2.0,V254,-0.09270102916573583
SCAD Logistic via LLA,2.0,V255,0.012520726210719294
SCAD Logistic via LLA,2.0,V256,-0.027147956197844193
SCAD Logistic via LLA,2.0,V257,-0.057542798648551274
SCAD Logistic via LLA,2.0,V259,-0.03358455943425892
SCAD Logistic via LLA,2.0,V260,-0.023596913704294058
SCAD Logistic via LLA,2.0,V261,0.01503753741039008
SCAD Logistic via LLA,2.0,V262,-0.056192698274731216
SCAD Logistic via LLA,2.0,V263,0.005143037073332018
SCAD Logistic via LLA,2.0,V264,0.010932533078556132
SCAD Logistic via LLA,2.0,V265,-0.05773002107728633
SCAD Logistic via LLA,2.0,V266,0.04449516548058855
SCAD Logistic via LLA,2.0,V267,0.039738999300744884
SCAD Logistic via LLA,2.0,V268,-0.05073804024757421
SCAD Logistic via LLA,2.0,V269,0.03195422981909204
SCAD Logistic via LLA,2.0,V271,0.010034983030243142
SCAD Logistic via LLA,2.0,V275,-0.01360806641006641
SCAD Logistic via LLA,2.0,V276,0.02987465918729314
SCAD Logistic via LLA,2.0,V277,0.038980134698470226
SCAD Logistic via LLA,2.0,V278,-0.07747284087042351
SCAD Logistic via LLA,2.0,V279,-0.09813903880817092
SCAD Logistic via LLA,2.0,V280,0.032285527319236194
SCAD Logistic via LLA,2.0,V281,-0.003391832104315702
SCAD Logistic via LLA,2.0,V283,0.13957988696123022
SCAD Logistic via LLA,2.0,V284,-0.005288337840763497
SCAD Logistic via LLA,2.0,V285,0.0028171039355559895
SCAD Logistic via LLA,2.0,V286,-0.12349557918210882
SCAD Logistic via LLA,2.0,V287,-0.12756375592415295
SCAD Logistic via LLA,2.0,V288,-0.023868094339681133
SCAD Logistic via LLA,2.0,V289,-0.009672908075073549
SCAD Logistic via LLA,2.0,V290,0.019924113477064378
SCAD Logistic via LLA,2.0,V291,0.03730083474377741
SCAD Logistic via LLA,2.0,V292,-0.08657260992080726
SCAD Logistic via LLA,2.0,V293,-0.027129107106086996
SCAD Logistic via LLA,2.0,V295,0.010467772604298754
SCAD Logistic via LLA,2.0,V296,-0.02125719949232372
SCAD Logistic via LLA,2.0,V297,-0.16510296176450398
SCAD Logistic via LLA,2.0,V298,-0.056838746704590666
SCAD Logistic via LLA,2.0,V299,-0.10773255366876294
SCAD Logistic via LLA,2.0,V300,0.07513203677939836
SCAD Logistic via LLA,2.0,V301,-0.040547999900661935
SCAD Logistic via LLA,2.0,V302,0.08508977068325545
SCAD Logistic via LLA,2.0,V303,0.04321577407128993
SCAD Logistic via LLA,2.0,V304,-0.07722388731442435
SCAD Logistic via LLA,2.0,V305,-0.0867746866716692
SCAD Logistic via LLA,2.0,V306,-0.0484105882605846
SCAD Logistic via LLA,2.0,V307,-0.09403098743495018
SCAD Logistic via LLA,2.0,V308,0.03993226840494197
SCAD Logistic via LLA,2.0,V309,0.08292203766544286
SCAD Logistic via LLA,2.0,V310,0.11167395353995382
SCAD Logistic via LLA,2.0,V311,-0.13196955100861027
SCAD Logistic via LLA,2.0,V312,0.031821252939174385
SCAD Logistic via LLA,2.0,V313,0.028978131749703824
SCAD Logistic via LLA,2.0,V314,-0.047842412300111055
SCAD Logistic via LLA,2.0,V315,0.04383000191143466
SCAD Logistic via LLA,2.0,V316,-0.029005315584181627
SCAD Logistic via LLA,2.0,V317,-0.004928370316832622
SCAD Logistic via LLA,2.0,V318,0.0849948335318535
SCAD Logistic via LLA,2.0,V319,-0.21745670367924197
SCAD Logistic via LLA,2.0,V320,-0.008506822610770137
SCAD Logistic via LLA,2.0,V321,0.043683295997825305
SCAD Logistic via LLA,2.0,V322,0.07568639431912792
SCAD Logistic via LLA,2.0,V323,-0.0364371586993165
SCAD Logistic via LLA,2.0,V324,-0.18234086356251747
SCAD Logistic via LLA,2.0,V325,0.0024800434708702585
SCAD Logistic via LLA,2.0,V326,-0.03516452717214985
SCAD Logistic via LLA,2.0,V327,-0.014496943786946393
SCAD Logistic via LLA,2.0,V328,-0.03863653617821932
SCAD Logistic via LLA,2.0,V329,-0.010620388521925896
SCAD Logistic via LLA,2.0,V330,0.05282559869973024
SCAD Logistic via LLA,2.0,V331,0.08793797413131083
SCAD Logistic via LLA,2.0,V333,0.01619754520141465
SCAD Logistic via LLA,2.0,V334,0.08714142119773133
SCAD Logistic via LLA,2.0,V335,-0.03273024285451932
SCAD Logistic via LLA,2.0,V336,-0.02768503620002024
SCAD Logistic via LLA,2.0,V337,-0.1378397902740683
SCAD Logistic via LLA,2.0,V338,-0.04590457543254612
SCAD Logistic via LLA,2.0,V340,0.028399248724792905
SCAD Logistic via LLA,2.0,V341,0.0950560712036968
SCAD Logistic via LLA,2.0,V342,0.0007489169028093654
SCAD Logistic via LLA,2.0,V343,0.05050256511439723
SCAD Logistic via LLA,2.0,V344,-0.10098154557910262
SCAD Logistic via LLA,2.0,V345,0.06376924014651734
SCAD Logistic via LLA,2.0,V346,-0.038309588667297334
SCAD Logistic via LLA,2.0,V347,0.01711938000171806
SCAD Logistic via LLA,2.0,V348,-0.08803743582736606
SCAD Logistic via LLA,2.0,V349,0.1288359967889649
SCAD Logistic via LLA,2.0,V350,0.08252491573641434
SCAD Logistic via LLA,2.0,V351,0.02125835684850344
SCAD Logistic via LLA,2.0,V352,0.014976776444413895
SCAD Logistic via LLA,2.0,V353,0.07943295133480162
SCAD Logistic via LLA,2.0,V354,0.05248852198815729
SCAD Logistic via LLA,2.0,V355,-0.004675798910756351
SCAD Logistic via LLA,2.0,V356,-0.011433541773352362
SCAD Logistic via LLA,2.0,V357,0.004734119678294427
SCAD Logistic via LLA,2.0,V358,-0.05697538152914531
SCAD Logistic via LLA,2.0,V359,0.07940755249405405
SCAD Logistic via LLA,2.0,V360,0.04003999784638381
SCAD Logistic via LLA,2.0,V362,0.04799189555597518
SCAD Logistic via LLA,2.0,V363,-0.008873930436692866
SCAD Logistic via LLA,2.0,V364,0.07061620603700204
SCAD Logistic via LLA,2.0,V365,0.058198244398947475
SCAD Logistic via LLA,2.0,V366,0.030159948117623132
SCAD Logistic via LLA,2.0,V367,0.033610562216304346
SCAD Logistic via LLA,2.0,V368,-0.020465390199554838
SCAD Logistic via LLA,2.0,V369,0.019232081724276155
SCAD Logistic via LLA,2.0,V370,-0.018841495699801723
SCAD Logistic via LLA,2.0,V371,0.045490555922649396
SCAD Logistic via LLA,2.0,V373,0.009751012859538255
SCAD Logistic via LLA,2.0,V375,-0.05780300157243663
SCAD Logistic via LLA,2.0,V376,-0.05624866783668151
SCAD Logistic via LLA,2.0,V377,0.06355273588125179
SCAD Logistic via LLA,2.0,V378,-0.14961812253087875
SCAD Logistic via LLA,2.0,V379,-0.11908044635640062
SCAD Logistic via LLA,2.0,V380,-0.03308147774489554
SCAD Logistic via LLA,2.0,V382,-0.05752153440924034
SCAD Logistic via LLA,2.0,V383,0.09594521111794187
SCAD Logistic via LLA,2.0,V384,0.07572641207166324
SCAD Logistic via LLA,2.0,V385,0.11721363097818908
SCAD Logistic via LLA,2.0,V386,0.0132472365429992
SCAD Logistic via LLA,2.0,V388,0.0323779309867523
SCAD Logistic via LLA,2.0,V389,-0.023190838742311655
SCAD Logistic via LLA,2.0,V390,-0.014536032007284013
SCAD Logistic via LLA,2.0,V391,-0.059478558594206046
SCAD Logistic via LLA,2.0,V392,0.004050739098464825
SCAD Logistic via LLA,2.0,V393,-0.028223421681178473
SCAD Logistic via LLA,2.0,V394,-0.011702042529508199
SCAD Logistic via LLA,2.0,V395,-0.04835184279474018
SCAD Logistic via LLA,2.0,V396,-0.05545997146915645
SCAD Logistic via LLA,2.0,V397,-0.0017675658629661838
SCAD Logistic via LLA,2.0,V398,-0.02028437249262983
SCAD Logistic via LLA,2.0,V399,0.012279140079585386
SCAD Logistic via LLA,2.0,V400,0.06579111100524979
SCAD Logistic via LLA,2.0,V401,0.023525341408573385
SCAD Logistic via LLA,2.0,V402,-0.0088142008248503
SCAD Logistic via LLA,2.0,V403,0.011850528963524455
SCAD Logistic via LLA,2.0,V404,0.11784864002563951
SCAD Logistic via LLA,2.0,V405,-0.034650072457628814
SCAD Logistic via LLA,2.0,V406,0.020220231913356375
SCAD Logistic via LLA,2.0,V407,0.04406399435852838
SCAD Logistic via LLA,2.0,V408,-0.033838246291262794
SCAD Logistic via LLA,2.0,V409,0.014795219585554522
SCAD Logistic via LLA,2.0,V410,-0.08110023470147454
SCAD Logistic via LLA,2.0,V411,-0.07803584676381348
SCAD Logistic via LLA,2.0,V412,-0.0678491944755594
SCAD Logistic via LLA,2.0,V413,0.08529327210729615
SCAD Logistic via LLA,2.0,V414,-0.10388074876224715
SCAD Logistic via LLA,2.0,V415,-0.09747764809506802
SCAD Logistic via LLA,2.0,V416,-0.05396190570764599
SCAD Logistic via LLA,2.0,V417,-0.03575464790166748
SCAD Logistic via LLA,2.0,V418,-0.12319181927935638
SCAD Logistic via LLA,2.0,V419,-0.004828817671664365
SCAD Logistic via LLA,2.0,V420,0.06667304611971483
SCAD Logistic via LLA,2.0,V421,-0.09956471892789462
SCAD Logistic via LLA,2.0,V422,-0.067056496026332
SCAD Logistic via LLA,2.0,V423,-0.07999860098515055
SCAD Logistic via LLA,2.0,V424,-0.11010379984396026
SCAD Logistic via LLA,2.0,V425,0.17384880813638545
SCAD Logistic via LLA,2.0,V426,-0.15593333102992968
SCAD Logistic via LLA,2.0,V427,-0.01958439937416243
SCAD Logistic via LLA,2.0,V428,0.030316918849071752
SCAD Logistic via LLA,2.0,V431,-0.1078702864881331
SCAD Logistic via LLA,2.0,V432,0.12454208096785993
SCAD Logistic via LLA,2.0,V433,0.04842789131121811
SCAD Logistic via LLA,2.0,V435,0.014742140196454166
SCAD Logistic via LLA,2.0,V436,-0.028446974931368524
SCAD Logistic via LLA,2.0,V437,0.022033504778021854
SCAD Logistic via LLA,2.0,V438,-0.04241899146157975
SCAD Logistic via LLA,2.0,V439,-0.027536988055705137
SCAD Logistic via LLA,2.0,V440,0.0443870972102204
SCAD Logistic via LLA,2.0,V441,-0.0250266321871063
SCAD Logistic via LLA,2.0,V442,-0.11476745957214181
SCAD Logistic via LLA,2.0,V443,-0.3080612932807258
SCAD Logistic via LLA,2.0,V444,0.037149819036313377
SCAD Logistic via LLA,2.0,V445,-0.039848278514521454
SCAD Logistic via LLA,2.0,V446,0.15016634905070192
SCAD Logistic via LLA,2.0,V447,0.0417654463631412
SCAD Logistic via LLA,2.0,V448,-0.04281924887875686
SCAD Logistic via LLA,2.0,V449,-0.09064537560258382
SCAD Logistic via LLA,2.0,V450,-0.08395536049134401
SCAD Logistic via LLA,2.0,V451,-0.05428110862975531
SCAD Logistic via LLA,2.0,V452,0.059279143349317366
SCAD Logistic via LLA,2.0,V453,0.09881607829609566
SCAD Logistic via LLA,2.0,V455,0.13436035813409108
SCAD Logistic via LLA,2.0,V457,0.07399906642610724
SCAD Logistic via LLA,2.0,V458,0.07444372454679249
SCAD Logistic via LLA,2.0,V459,0.07844160265892779
SCAD Logistic via LLA,2.0,V462,0.05182512565826539
SCAD Logistic via LLA,2.0,V463,-0.05004949580465088
SCAD Logistic via LLA,2.0,V464,-0.0452466496784287
SCAD Logistic via LLA,2.0,V468,-0.04656708939320152
SCAD Logistic via LLA,2.0,V469,0.07486626134842045
SCAD Logistic via LLA,2.0,V470,-0.09093351706444193
SCAD Logistic via LLA,2.0,V472,0.10751081634540326
SCAD Logistic via LLA,2.0,V475,0.03390853082721508
SCAD Logistic via LLA,2.0,V476,0.29093337254251417
SCAD Logistic via LLA,2.0,V477,0.017077393178293536
SCAD Logistic via LLA,2.0,V478,0.015995931343031778
SCAD Logistic via LLA,2.0,V479,0.04034298794144817
SCAD Logistic via LLA,2.0,V480,-0.029746245427660915
SCAD Logistic via LLA,2.0,V481,-0.0793874426737506
SCAD Logistic via LLA,2.0,V482,-0.13917663327298044
SCAD Logistic via LLA,2.0,V483,-0.00010918123154125517
SCAD Logistic via LLA,2.0,V484,-0.01164748375551149
SCAD Logistic via LLA,2.0,V486,-0.03651168621023721
SCAD Logistic via LLA,2.0,V487,-0.06659055139920714
SCAD Logistic via LLA,2.0,V488,0.034509194872028776
SCAD Logistic via LLA,2.0,V489,-0.007821737245200662
SCAD Logistic via LLA,2.0,V490,-0.010252300974836998
SCAD Logistic via LLA,2.0,V491,0.09476425033327768
SCAD Logistic via LLA,2.0,V493,-0.04005120557377453
SCAD Logistic via LLA,2.0,V494,0.017765841306461465
SCAD Logistic via LLA,2.0,V495,0.11009413728804389
SCAD Logistic via LLA,2.0,V496,-0.058199848863490194
SCAD Logistic via LLA,2.0,V497,-0.16183983388861442
SCAD Logistic via LLA,2.0,V498,0.09681887966421744
SCAD Logistic via LLA,2.0,V499,0.052925092693158295
SCAD Logistic via LLA,2.0,V500,0.015516664076228192
SCAD Logistic via LLA,5.0,V001,0.0025488488558402396
SCAD Logistic via LLA,5.0,V002,0.07958667123578694
SCAD Logistic via LLA,5.0,V003,0.02621341686096717
SCAD Logistic via LLA,5.0,V005,0.07843572540917579
SCAD Logistic via LLA,5.0,V006,-0.09897676897836727
SCAD Logistic via LLA,5.0,V007,-0.010369676582645908
SCAD Logistic via LLA,5.0,V008,0.01132971312710623
SCAD Logistic via LLA,5.0,V009,0.033673603140584527
SCAD Logistic via LLA,5.0,V011,-0.12216472962836038
SCAD Logistic via LLA,5.0,V012,0.013556422689155806
SCAD Logistic via LLA,5.0,V013,0.06534445678559009
SCAD Logistic via LLA,5.0,V014,0.0033670523954071898
SCAD Logistic via LLA,5.0,V015,-0.08407685152644326
SCAD Logistic via LLA,5.0,V016,0.033082825623187595
SCAD Logistic via LLA,5.0,V018,-0.02274730225931227
SCAD Logistic via LLA,5.0,V019,0.06251616180772576
SCAD Logistic via LLA,5.0,V020,-0.05188985673749624
SCAD Logistic via LLA,5.0,V021,-0.008506270479723254
SCAD Logistic via LLA,5.0,V022,0.0597564044094933
SCAD Logistic via LLA,5.0,V024,-0.05045150689212428
SCAD Logistic via LLA,5.0,V025,0.04219988220667857
SCAD Logistic via LLA,5.0,V026,0.05028582337177558
SCAD Logistic via LLA,5.0,V027,0.1206813708577525
SCAD Logistic via LLA,5.0,V028,0.026489419359003667
SCAD Logistic via LLA,5.0,V031,-0.011709095753992845
SCAD Logistic via LLA,5.0,V032,-0.05716371440027919
SCAD Logistic via LLA,5.0,V033,-0.003098712568496196
SCAD Logistic via LLA,5.0,V034,0.018338002600432647
SCAD Logistic via LLA,5.0,V035,-0.05538997239883568
SCAD Logistic via LLA,5.0,V037,-0.001720182225927121
SCAD Logistic via LLA,5.0,V039,-0.05894055295682885
